RPM,MAP,Spark Knock R,Spark Knock F,
3510,49.78,0.5,0.75,
3518,49.78,0.5,0.75,
3524,49.41,0.5,0.5,
3525,49.78,0.5,0.5,
3528,49.78,0.5,0.75,
3528,49.41,0.5,0.5,
3531,49.41,0.25,0.5,
3533,49.04,0.25,0.25,
3530,49.04,0.25,0.5,
3533,49.04,0.25,0.25,
3536,49.04,0.25,0.5,
3535,47.94,0,0,
3542,47.2,0,0,
3540,47.2,0,0,
3539,46.83,0,0,
3538,45.35,0,0,
3531,42.77,0,0,
3528,40.56,0,0,
3537,40.19,0,0,
3529,39.82,0,0,
3527,39.82,0,0,
3528,39.82,0,0,
3524,39.82,0,0,
3519,39.82,0,0,
3526,39.45,0,0,
3517,39.45,0,0,
3514,39.45,0,0,
3519,39.45,0,0,
3510,39.82,0,0,
3509,39.45,0,0,
3510,39.45,0,0,
3501,38.71,0,0,
3505,38.34,0,0,
3505,38.34,0,0,
3500,38.34,0,0,
3503,38.34,0,0,
3496,38.34,0,0,
3494,38.71,0,0,
3494,38.34,0,0,
3487,38.34,0,0,
3486,38.34,0,0,
3477,38.34,0,0,
3473,36.87,0,0,
3471,36.13,0,0,
3470,36.13,0,0,
3469,36.13,0,0,
3462,36.13,0,0,
3464,36.5,0,0,
3456,36.13,0,0,
3453,36.13,0,0,
3456,36.13,0,0,
3453,36.13,0,0,
3451,36.5,0,0,
3446,36.13,0,0,
3438,36.13,0,0,
3443,36.5,0,0,
3439,36.13,0,0,
3432,36.5,0,0,
3434,36.5,0,0,
3427,36.13,0,0,
3430,36.13,0,0,
3429,37.24,0,0,
3418,37.61,0,0,
3423,37.61,0,0,
3421,37.97,0,0,
3418,38.71,0,0,
3422,39.82,0,0,
3412,40.19,0,0,
3413,40.93,0,0,
3420,42.03,0,0,
3415,43.14,0,0,
3414,43.14,0,0,
3414,43.14,0,0,
3411,43.51,0,0,
3415,43.14,0,0,
3415,43.88,0,0,
3416,43.51,0,0,
3418,43.51,0,0,
3414,43.14,0,0,
3414,43.51,0,0,
3418,43.51,0,0,
3417,43.14,0,0,
3418,43.88,0,0,
3421,43.51,0,0,
3422,43.51,0,0,
3423,43.88,0,0,
3427,43.88,0,0,
3428,43.88,0,0,
3431,44.25,0,0,
3430,45.72,0,0,
3431,46.09,0,0,
3429,46.09,0,0,
3436,46.09,0,0,
3435,45.72,0,0,
3441,46.09,0,0,
3446,45.72,0,0,
3443,46.09,0,0,
3446,46.09,0,0,
3445,46.46,0,0,
3445,46.09,0,0,
3454,46.46,0,0,
3453,46.46,0,0,
3452,46.09,0,0,
3460,46.83,0,0,
3455,46.09,0,0,
3457,46.09,0,0,
3463,46.46,0,0,
3458,46.09,0,0,
3462,46.09,0,0,
3465,46.46,0,0,
3463,46.46,0,0,
3467,46.09,0,0,
3469,46.09,0,0,
3470,46.09,0,0,
3467,46.09,0,0,
3472,46.09,0,0,
3469,46.09,0,0,
3467,46.09,0,0,
3467,46.46,0,0,
3474,46.83,0,0,
3472,46.46,0,0,
3470,47.2,0,0,
3469,46.83,0,0,
3477,46.46,0,0,
3479,46.83,0,0,
3475,46.83,0,0,
3479,46.83,0,0,
3479,46.46,0,0,
3484,46.09,0,0,
3480,46.09,0,0,
3478,46.09,0,0,
3485,44.99,0,0,
3481,44.25,0,0,
3481,43.88,0,0,
3484,43.51,0,0,
3484,42.03,0,0,
3481,40.93,0,0,
3486,39.45,0,0,
3479,39.08,0,0,
3480,39.08,0,0,
3479,39.08,0,0,
3475,38.34,0,0,
3468,35.39,0,0,
3463,35.02,0,0,
3465,34.65,0,0,
3459,34.28,0,0,
3453,33.92,0,0,
3453,33.55,0,0,
3457,33.92,0,0,
3449,33.18,0,0,
3448,32.81,0,0,
3437,32.81,0,0,
3446,32.07,0,0,
3425,31.7,0,0,
3442,31.33,0,0,
3425,31.33,0,0,
3438,31.33,0,0,
3424,30.96,0,0,
3427,31.33,0,0,
3416,31.7,0,0,
3416,31.33,0,0,
3411,31.33,0,0,
3387,27.27,0,0,
3343,24.32,0,0,
3331,23.95,0,0,
3373,23.95,0,0,
3373,23.58,0,0,
3351,23.95,0,0,
3341,23.58,0,0,
3356,23.58,0,0,
3327,23.95,0,0,
3344,23.95,0,0,
3331,24.69,0,0,
3346,28.38,0,0,
3398,29.12,0,0,
3297,30.6,0,0,
3303,30.96,0,0,
3317,31.33,0,0,
3293,31.7,0,0,
3297,31.7,0,0,
3294,31.33,0,0,
3274,29.86,0,0,
3288,29.86,0,0,
3277,30.23,0,0,
3279,29.86,0,0,
3269,30.23,0,0,
3265,29.86,0,0,
3251,30.23,0,0,
3247,29.86,0,0,
3241,29.86,0,0,
3239,29.86,0,0,
3242,29.86,0,0,
3226,30.23,0,0,
3229,30.23,0,0,
3214,30.6,0,0,
3222,30.96,0,0,
3206,31.33,0,0,
3209,31.33,0,0,
3202,32.07,0,0,
3201,32.44,0,0,
3201,33.55,0,0,
3191,33.55,0,0,
3196,34.28,0,0,
3191,37.61,0,0,
3196,39.45,0,0,
3190,40.93,0,0,
3193,42.77,0,0,
3187,43.14,0,0,
3198,43.14,0,0,
3198,43.14,0,0,
3193,44.25,0,0,
3201,45.35,0,0,
3199,46.09,0,0,
3197,45.72,0,0,
3209,45.35,0,0,
3202,45.72,0,0,
3205,45.35,0,0,
3200,43.88,0,0,
3191,37.97,0,0,
3192,31.33,0,0,
3162,26.17,0,0,
3148,25.43,0,0,
3156,25.06,0,0,
3159,24.32,0,0,
3136,22.85,0,0,
3105,21.37,0,0,
3157,21,0,0,
3097,21.37,0,0,
3113,21.37,0,0,
3105,21.74,0,0,
3101,23.22,0,0,
3104,23.58,0,0,
3097,26.54,0,0,
3139,28.01,0,0,
3119,28.38,0,0,
3054,29.12,0,0,
3093,30.96,0,0,
3069,31.7,0,0,
3072,32.81,0,0,
3074,34.28,0,0,
3073,35.39,0,0,
3074,36.5,0,0,
3061,37.61,0,0,
3072,40.19,0,0,
3069,42.4,0,0,
3073,43.14,0,0,
3069,43.51,0,0,
3074,43.14,0,0,
3072,43.51,0,0,
3074,42.77,0,0,
3075,43.51,0,0,
3070,43.51,0,0,
3080,43.51,0,0,
3074,43.14,0,0,
3082,43.14,0,0,
3075,43.14,0,0,
3082,43.14,0,0,
3082,43.88,0,0,
3084,45.35,0,0,
3090,46.46,0,0,
3086,46.46,0,0,
3090,46.83,0,0,
3092,47.57,0,0,
3105,51.63,0.75,1,
3107,53.47,0.75,1,
3114,53.84,0.75,1,
3120,56.79,0.75,1,
3126,57.9,0.75,1,
3130,57.9,0.75,1,
3139,59.01,0.75,1,
3143,59.01,0.75,1,
3155,59.01,0.75,1,
3156,59.01,0.75,1,
3161,59.38,0.75,1,
3171,59.01,0.75,1,
3175,55.32,0.75,1,
3168,47.94,0,0.25,
3175,45.72,0,0,
3179,45.72,0,0,
3175,44.99,0,0,
3179,44.25,0,0,
3184,43.88,0,0,
3179,43.88,0,0,
3187,40.93,0,0,
3174,37.61,0,0,
3187,36.5,0,0,
3182,36.87,0,0,
3187,36.87,0,0,
3185,36.87,0,0,
3181,36.87,0,0,
3190,36.13,0,0,
3185,35.39,0,0,
3184,34.65,0,0,
3184,34.65,0,0,
3177,35.02,0,0,
3181,35.02,0,0,
3184,35.02,0,0,
3186,35.02,0,0,
3186,35.02,0,0,
3187,34.65,0,0,
3183,35.76,0,0,
3187,36.5,0,0,
3178,36.87,0,0,
3190,37.24,0,0,
3186,37.24,0,0,
3185,37.97,0,0,
3186,37.61,0,0,
3197,37.97,0,0,
3196,37.61,0,0,
3194,38.71,0,0,
3202,39.45,0,0,
3197,39.45,0,0,
3200,39.08,0,0,
3208,39.45,0,0,
3202,39.45,0,0,
3212,41.3,0,0,
3212,41.67,0,0,
3216,41.67,0,0,
3223,41.3,0,0,
3218,41.67,0,0,
3231,42.77,0,0,
3225,43.14,0,0,
3236,42.77,0,0,
3240,42.77,0,0,
3242,43.88,0,0,
3250,46.46,0,0,
3265,47.94,0,0,
3267,48.68,0,0,
3264,49.04,0.25,0.25,
3277,48.31,0,0,
3273,49.04,0.25,0.25,
3285,50.15,0.75,1,
3282,50.52,0.75,1,
3295,50.89,0.75,1,
3294,51.63,0.75,1,
3295,51.63,0.75,1,
3299,52,0.75,1,
3306,51.63,0.75,1,
3309,51.63,0.75,1,
3305,47.94,0,0,
3309,46.83,0,0,
3313,46.83,0,0,
3316,46.09,0,0,
3310,44.25,0,0,
3311,43.14,0,0,
3312,42.03,0,0,
3313,42.03,0,0,
3313,41.67,0,0,
3307,42.03,0,0,
3321,41.67,0,0,
3315,41.3,0,0,
3312,41.67,0,0,
3312,42.03,0,0,
3310,42.03,0,0,
3311,41.67,0,0,
3310,41.67,0,0,
3309,41.67,0,0,
3307,41.67,0,0,
3307,41.3,0,0,
3305,41.67,0,0,
3307,41.67,0,0,
3306,41.67,0,0,
3301,41.67,0,0,
3299,42.4,0,0,
3299,42.4,0,0,
3311,42.03,0,0,
3309,42.77,0,0,
3305,42.77,0,0,
3309,43.14,0,0,
3298,43.88,0,0,
3301,43.51,0,0,
3299,43.51,0,0,
3298,43.51,0,0,
3298,43.88,0,0,
3300,43.88,0,0,
3297,43.88,0,0,
3297,44.25,0,0,
3296,43.88,0,0,
3291,44.62,0,0,
3294,44.62,0,0,
3292,44.62,0,0,
3293,44.99,0,0,
3289,44.99,0,0,
3290,44.99,0,0,
3290,45.72,0,0,
3284,46.09,0,0,
3292,47.2,0,0,
3285,47.2,0,0,
3284,48.31,0,0,
3286,49.04,0.25,0,
3286,48.68,0,0.25,
3289,49.78,0.5,0.25,
3292,50.52,0.75,1,
3292,51.63,0.75,1,
3292,51.63,0.75,1,
3297,51.26,0.75,1,
3297,51.63,0.75,1,
3297,51.63,0.75,1,
3301,51.26,0.75,1,
3306,50.89,0.75,1,
3300,50.89,0.75,1,
3301,50.89,0.75,1,
3302,49.78,0.75,0.75,
3301,48.68,0,0.25,
3299,49.04,0.25,0.25,
3303,46.09,0,0,
3297,44.99,0,0,
3296,44.62,0,0,
3298,44.62,0,0,
3291,44.62,0,0,
3297,44.25,0,0,
3296,44.62,0,0,
3289,44.25,0,0,
3299,44.62,0,0,
3292,44.62,0,0,
3290,44.25,0,0,
3295,44.62,0,0,
3294,44.99,0,0,
3297,44.62,0,0,
3295,44.62,0,0,
3292,44.99,0,0,
3301,44.62,0,0,
3298,45.35,0,0,
3295,46.46,0,0,
3303,46.83,0,0,
3295,46.46,0,0,
3298,46.46,0,0,
3299,46.46,0,0,
3299,46.83,0,0,
3304,46.09,0,0,
3305,46.46,0,0,
3298,46.46,0,0,
3302,46.46,0,0,
3301,46.83,0,0,
3306,46.46,0,0,
3304,46.46,0,0,
3306,46.46,0,0,
3306,46.83,0,0,
3304,46.46,0,0,
3306,46.46,0,0,
3311,46.83,0,0,
3311,46.83,0,0,
3315,46.09,0,0,
3310,46.09,0,0,
3310,46.46,0,0,
3309,46.46,0,0,
3314,46.09,0,0,
3315,46.09,0,0,
3317,46.09,0,0,
3318,46.09,0,0,
3317,46.46,0,0,
3312,46.46,0,0,
3319,46.09,0,0,
3320,46.09,0,0,
3317,46.46,0,0,
3322,46.09,0,0,
3319,46.09,0,0,
3319,46.09,0,0,
3324,46.09,0,0,
3318,46.09,0,0,
3325,46.46,0,0,
3324,46.09,0,0,
3325,46.09,0,0,
3329,46.09,0,0,
3326,46.09,0,0,
3332,46.09,0,0,
3332,46.09,0,0,
3328,46.09,0,0,
3333,46.09,0,0,
3332,46.09,0,0,
3336,46.09,0,0,
3335,46.09,0,0,
3334,46.09,0,0,
3335,46.09,0,0,
3338,46.46,0,0,
3332,46.46,0,0,
3342,46.09,0,0,
3335,46.09,0,0,
3344,46.09,0,0,
3344,46.46,0,0,
3336,46.09,0,0,
3341,46.09,0,0,
3337,46.09,0,0,
3345,46.09,0,0,
3339,46.09,0,0,
3348,49.04,0.25,0,
3347,49.78,0.75,0.75,
3350,49.78,0.75,0.75,
3349,50.15,0.75,0.75,
3355,49.78,0.75,0.75,
3356,50.15,0.75,0.75,
3353,50.15,0.75,0.75,
3356,50.52,0.75,1,
3357,50.52,0.75,1,
3359,50.52,0.75,0.75,
3361,49.78,0.75,0.75,
3365,50.15,0.75,1,
3363,49.78,0.75,0.75,
3370,50.15,0.75,1,
3376,49.41,0.75,0.75,
3369,49.78,0.5,0.75,
3378,49.04,0.25,0.5,
3369,49.78,0.75,0.75,
3373,49.78,0.5,0.5,
3383,49.04,0.25,0.25,
3382,48.68,0,0.25,
3381,49.04,0.25,0.5,
3384,49.04,0.25,0.25,
3384,49.41,0.25,0.5,
3381,49.78,0.5,0.5,
3383,49.04,0.25,0.25,
3386,49.04,0.25,0.25,
3387,49.04,0.25,0.25,
3392,49.04,0,0.25,
3385,49.41,0.5,0.5,
3388,49.04,0.25,0.25,
3389,49.04,0.25,0.25,
3401,48.68,0,0.25,
3389,49.41,0.25,0.5,
3392,49.04,0.25,0.25,
3394,49.04,0.25,0.25,
3395,47.94,0.25,0.25,
3400,47.57,0,0,
3394,47.57,0,0,
3395,47.2,0,0,
3399,44.99,0,0,
3394,44.62,0,0,
3395,43.88,0,0,
3396,44.25,0,0,
3392,43.88,0,0,
3398,44.25,0,0,
3394,44.25,0,0,
3394,44.25,0,0,
3395,44.25,0,0,
3399,43.88,0,0,
3393,43.88,0,0,
3399,43.88,0,0,
3389,42.77,0,0,
3394,42.03,0,0,
3384,38.71,0,0,
3383,37.61,0,0,
3389,37.61,0,0,
3378,37.97,0,0,
3377,37.97,0,0,
3378,37.61,0,0,
3372,36.87,0,0,
3371,36.13,0,0,
3367,36.5,0,0,
3371,36.5,0,0,
3362,36.5,0,0,
3366,36.5,0,0,
3353,36.87,0,0,
3362,36.87,0,0,
3356,36.87,0,0,
3350,36.5,0,0,
3356,36.5,0,0,
3338,34.28,0,0,
3349,33.92,0,0,
3340,33.55,0,0,
3338,33.55,0,0,
3338,33.55,0,0,
3334,33.92,0,0,
3329,33.92,0,0,
3324,33.92,0,0,
3331,33.92,0,0,
3316,33.92,0,0,
3325,33.55,0,0,
3321,33.92,0,0,
3316,35.76,0,0,
3316,36.87,0,0,
3307,36.87,0,0,
3315,37.24,0,0,
3309,36.87,0,0,
3311,36.87,0,0,
3298,37.61,0,0,
3307,36.87,0,0,
3297,37.24,0,0,
3298,37.24,0,0,
3304,37.24,0,0,
3297,36.87,0,0,
3302,37.24,0,0,
3288,37.24,0,0,
3293,37.24,0,0,
3288,37.24,0,0,
3290,37.24,0,0,
3297,37.61,0,0,
3290,36.87,0,0,
3278,36.87,0,0,
3278,34.28,0,0,
3279,34.28,0,0,
3277,33.92,0,0,
3274,33.92,0,0,
3269,33.92,0,0,
3270,33.55,0,0,
3261,35.02,0,0,
3269,37.24,0,0,
3265,37.61,0,0,
3266,37.61,0,0,
3258,37.97,0,0,
3265,38.34,0,0,
3265,38.71,0,0,
3266,42.03,0,0,
3260,43.14,0,0,
3263,43.14,0,0,
3262,42.77,0,0,
3268,43.14,0,0,
3268,43.51,0,0,
3262,43.14,0,0,
3267,43.51,0,0,
3272,43.14,0,0,
3273,46.09,0,0,
3276,47.57,0,0,
3269,47.57,0,0,
3274,47.94,0,0,
3279,47.57,0,0,
3280,47.94,0,0,
3276,48.31,0,0,
3282,48.68,0,0,
3282,49.78,0.25,0.5,
3285,50.52,0.75,1,
3287,50.89,0.75,1,
3289,51.63,0.75,1,
3295,53.84,0.75,1,
3295,54.95,0.75,1,
3295,55.69,0.75,1,
3302,55.69,0.75,1,
3304,56.06,0.75,1,
3309,56.42,0.75,1,
3309,56.42,0.75,1,
3317,56.42,0.75,1,
3320,56.42,0.75,1,
3327,55.69,0.75,1,
3334,56.06,0.75,1,
3335,57.53,0.75,1,
3332,57.16,0.75,1,
3342,57.53,0.75,1,
3342,57.53,0.75,1,
3346,57.53,0.75,1,
3353,58.27,0.75,1,
3351,57.53,0.75,1,
3363,58.27,0.75,1,
3357,58.27,0.75,1,
3364,57.9,0.75,1,
3371,58.27,0.75,1,
3372,57.9,0.75,1,
3378,57.9,0.75,1,
3382,59.01,0.75,1,
3383,59.01,0.75,1,
3393,58.64,0.75,1,
3399,60.11,0.75,1,
3402,61.59,0.75,1,
3417,63.07,0.75,1,
3414,63.8,0.75,1,
3424,63.44,0.75,1,
3434,63.07,0.75,1,
3432,62.33,0.75,1,
3440,62.7,0.75,1,
3445,62.33,0.75,1,
3452,62.33,0.75,1,
3457,62.7,0.75,1,
3463,61.96,0.75,1,
3466,62.7,0.75,1,
3478,61.96,0.75,1,
3482,62.33,0.75,1,
3485,61.96,0.75,1,
3488,62.33,0.75,1,
3485,62.7,0.75,1,
3498,62.33,0.75,1,
3500,62.7,0.75,1,
3503,62.33,0.75,1,
3510,62.7,0.75,1,
3517,61.59,0.75,1,
3520,62.33,0.75,1,
3525,61.96,0.75,1,
3536,61.96,0.75,1,
3541,61.96,0.75,1,
3547,61.59,0.75,1,
3552,61.59,0.75,1,
3559,61.22,0.75,1,
3565,61.22,0.75,1,
3571,60.48,0.75,1,
3575,61.22,0.75,1,
3583,61.22,0.75,1,
3591,61.22,0.75,1,
3592,61.22,0.75,1,
3603,61.22,0.75,1,
3603,60.48,0.75,1,
3608,58.64,0.75,1,
3616,57.16,0.75,1,
3623,56.79,0.75,1,
3622,56.42,0.75,1,
3628,56.42,0.75,1,
3638,56.42,0.75,1,
3634,56.06,0.75,1,
3638,52.37,0.75,1,
3635,48.68,0.5,0.25,
3635,48.31,0,0,
3639,48.31,0,0,
3642,45.35,0,0,
3642,44.99,0,0,
3637,44.99,0,0,
3640,43.88,0,0,
3625,40.19,0,0,
3634,40.56,0,0,
3630,39.82,0,0,
3624,39.45,0,0,
3622,39.45,0,0,
3623,38.71,0,0,
3611,36.5,0,0,
3610,35.02,0,0,
3609,35.39,0,0,
3593,35.39,0,0,
3600,35.39,0,0,
3596,35.39,0,0,
3593,35.02,0,0,
3592,35.39,0,0,
3592,35.39,0,0,
3577,34.65,0,0,
3574,34.65,0,0,
3579,33.55,0,0,
3568,33.18,0,0,
3568,35.02,0,0,
3562,35.39,0,0,
3558,35.39,0,0,
3562,35.39,0,0,
3566,35.39,0,0,
3552,35.39,0,0,
3553,35.39,0,0,
3551,35.39,0,0,
3549,35.39,0,0,
3543,35.76,0,0,
3545,35.76,0,0,
3537,35.76,0,0,
3544,35.39,0,0,
3535,35.39,0,0,
3530,35.39,0,0,
3532,35.76,0,0,
3547,34.65,0,0,
3538,36.5,0,0,
3530,37.61,0,0,
3531,37.61,0,0,
3525,37.97,0,0,
3526,37.61,0,0,
3527,37.61,0,0,
3531,37.61,0,0,
3530,37.61,0,0,
3526,37.61,0,0,
3522,37.97,0,0,
3528,37.97,0,0,
3523,38.34,0,0,
3522,38.34,0,0,
3519,38.34,0,0,
3521,38.71,0,0,
3524,38.34,0,0,
3523,38.71,0,0,
3522,38.34,0,0,
3516,38.71,0,0,
3520,38.71,0,0,
3517,39.08,0,0,
3514,38.71,0,0,
3519,39.08,0,0,
3513,39.08,0,0,
3514,39.08,0,0,
3514,38.71,0,0,
3509,38.71,0,0,
3504,39.08,0,0,
3514,39.08,0,0,
3505,39.08,0,0,
3509,39.45,0,0,
3506,39.82,0,0,
3504,39.82,0,0,
3504,40.19,0,0,
3498,39.82,0,0,
3503,39.82,0,0,
3499,39.82,0,0,
3499,40.19,0,0,
3493,40.19,0,0,
3501,40.19,0,0,
3495,40.19,0,0,
3499,39.82,0,0,
3496,39.82,0,0,
3491,40.56,0,0,
3491,40.19,0,0,
3493,40.19,0,0,
3486,40.19,0,0,
3490,40.19,0,0,
3492,39.82,0,0,
3487,40.19,0,0,
3489,40.19,0,0,
3488,39.82,0,0,
3487,39.82,0,0,
3485,40.19,0,0,
3484,40.19,0,0,
3480,40.19,0,0,
3481,40.19,0,0,
3479,40.19,0,0,
3475,40.19,0,0,
3475,40.56,0,0,
3475,40.19,0,0,
3474,40.19,0,0,
3476,40.19,0,0,
3471,40.19,0,0,
3474,40.19,0,0,
3469,40.19,0,0,
3466,40.56,0,0,
3466,40.56,0,0,
3462,40.56,0,0,
3458,40.56,0,0,
3461,40.56,0,0,
3458,40.56,0,0,
3454,40.19,0,0,
3457,40.56,0,0,
3452,40.56,0,0,
3452,41.67,0,0,
3453,41.67,0,0,
3453,42.03,0,0,
3451,43.51,0,0,
3455,44.62,0,0,
3449,45.35,0,0,
3453,45.35,0,0,
3451,46.09,0,0,
3454,47.2,0,0,
3454,47.94,0,0,
3457,48.31,0,0,
3457,49.04,0.25,0.25,
3461,48.68,0,0,
3458,48.68,0,0,
3465,48.68,0.25,0.25,
3465,48.68,0,0,
3467,49.04,0,0.25,
3468,48.68,0,0,
3471,48.31,0,0,
3474,48.68,0,0,
3468,49.04,0.25,0.25,
3477,48.31,0,0,
3474,48.68,0,0,
3478,48.68,0,0,
3480,48.31,0,0,
3482,48.31,0,0,
3483,48.31,0,0,
3488,48.68,0,0,
3490,48.31,0,0,
3485,48.31,0,0,
3494,48.31,0,0,
3491,47.94,0,0,
3494,48.31,0,0,
3497,48.31,0,0,
3491,48.31,0,0,
3498,48.31,0,0,
3498,47.94,0,0,
3500,47.94,0,0,
3499,48.31,0,0,
3505,47.94,0,0,
3500,48.68,0,0,
3506,47.57,0,0,
3507,47.94,0,0,
3508,47.94,0,0,
3509,47.57,0,0,
3509,47.94,0,0,
3512,48.31,0,0,
3515,47.94,0,0,
3514,48.31,0,0,
3519,48.68,0,0,
3523,48.68,0,0,
3519,47.94,0,0,
3526,47.94,0,0,
3529,48.31,0,0,
3530,48.68,0,0,
3531,48.31,0,0,
3536,48.68,0,0,
3537,48.31,0,0,
3540,47.94,0,0,
3538,48.68,0,0,
3546,47.94,0,0,
3541,48.31,0,0,
3548,47.94,0,0,
3544,47.94,0,0,
3551,48.31,0,0,
3554,47.94,0,0,
3552,48.68,0,0,
3561,48.31,0,0,
3559,48.68,0,0,
3562,48.68,0,0,
3565,48.31,0,0,
3568,48.31,0,0,
3566,48.31,0,0,
3573,47.94,0,0,
3580,48.31,0,0,
3578,48.31,0,0,
3583,47.57,0,0,
3587,48.31,0,0,
3585,48.31,0,0,
3594,49.04,0.25,0.25,
3599,49.41,0.25,0.25,
3603,49.78,0.75,0.75,
3602,50.15,0.75,1,
3608,50.89,0.75,1,
3612,50.89,0.75,1,
3610,50.89,0.75,1,
3618,50.52,0.75,1,
3617,50.52,0.75,1,
3620,50.15,0.75,1,
3626,50.52,0.75,1,
3626,50.15,0.75,1,
3628,50.52,0.75,1,
3630,50.52,0.75,1,
3630,50.15,0.75,1,
3633,50.15,0.75,0.75,
3638,50.15,0.75,0.75,
3636,50.15,0.75,0.75,
3642,50.15,0.75,0.75,
3648,49.78,0.5,0.75,
3643,49.78,0.75,0.75,
3652,49.78,0.75,0.75,
3651,49.41,0.5,0.5,
3654,49.41,0.25,0.5,
3653,49.04,0.25,0.5,
3659,48.68,0,0.25,
3656,48.68,0,0,
3664,48.31,0,0,
3663,48.68,0,0.25,
3665,48.31,0.25,0.25,
3667,48.31,0,0,
3666,45.72,0,0,
3665,44.62,0,0,
3663,42.77,0,0,
3668,42.4,0,0,
3661,42.4,0,0,
3668,42.03,0,0,
3664,41.67,0,0,
3663,41.3,0,0,
3666,41.67,0,0,
3662,41.3,0,0,
3662,41.3,0,0,
3661,41.67,0,0,
3663,41.3,0,0,
3657,41.3,0,0,
3661,41.67,0,0,
3654,41.67,0,0,
3654,41.3,0,0,
3655,41.3,0,0,
3656,41.67,0,0,
3651,41.3,0,0,
3650,41.67,0,0,
3651,41.3,0,0,
3649,41.3,0,0,
3647,41.3,0,0,
3647,41.3,0,0,
3647,41.67,0,0,
3643,40.93,0,0,
3648,41.3,0,0,
3647,41.3,0,0,
3640,41.3,0,0,
3643,41.3,0,0,
3641,41.3,0,0,
3637,41.3,0,0,
3640,41.3,0,0,
3639,41.67,0,0,
3635,41.3,0,0,
3635,41.3,0,0,
3634,41.3,0,0,
3633,41.3,0,0,
3635,41.67,0,0,
3630,41.3,0,0,
3632,41.67,0,0,
3632,41.3,0,0,
3631,42.4,0,0,
3635,43.88,0,0,
3638,46.46,0,0,
3638,47.57,0,0,
3639,47.57,0,0,
3644,47.94,0,0,
3644,47.94,0,0,
3642,48.31,0,0,
3642,48.31,0,0,
3647,47.94,0,0,
3642,48.31,0,0,
3646,48.68,0.25,0.25,
3647,48.68,0.25,0.25,
3647,48.68,0,0,
3648,49.04,0,0.25,
3646,49.04,0.25,0.25,
3649,48.68,0.25,0.25,
3652,48.68,0,0.25,
3653,49.41,0.25,0.5,
3654,48.68,0.25,0.25,
3656,49.04,0.25,0.25,
3662,49.04,0,0.25,
3654,49.04,0.25,0.25,
3661,49.04,0.25,0.25,
3659,49.04,0.25,0.25,
3654,48.68,0.5,0.5,
3660,49.04,0.25,0.5,
3658,49.04,0.25,0.5,
3659,48.68,0.25,0.25,
3659,48.68,0.25,0.25,
3663,49.41,0.25,0.25,
3660,49.04,0.25,0.25,
3663,49.41,0.25,0.5,
3663,47.94,0,0,
3661,47.57,0,0,
3658,47.2,0,0,
3659,46.46,0,0,
3653,46.83,0,0,
3654,46.09,0,0,
3654,46.09,0,0,
3653,45.72,0,0,
3654,45.72,0,0,
3653,45.72,0,0,
3650,45.72,0,0,
3650,45.35,0,0,
3650,45.35,0,0,
3650,45.35,0,0,
3648,45.72,0,0,
3651,44.99,0,0,
3645,44.99,0,0,
3645,45.35,0,0,
3644,44.99,0,0,
3642,44.62,0,0,
3635,44.62,0,0,
3635,44.62,0,0,
3637,44.25,0,0,
3633,44.62,0,0,
3634,44.62,0,0,
3629,44.62,0,0,
3631,44.62,0,0,
3634,44.25,0,0,
3625,44.62,0,0,
3628,44.62,0,0,
3623,44.62,0,0,
3626,44.62,0,0,
3622,44.99,0,0,
3624,44.62,0,0,
3625,44.99,0,0,
3626,44.62,0,0,
3621,44.99,0,0,
3617,44.62,0,0,
3616,44.99,0,0,
3617,44.62,0,0,
3614,44.62,0,0,
3617,45.35,0,0,
3609,44.99,0,0,
3613,44.99,0,0,
3607,44.62,0,0,
3610,44.99,0,0,
3610,44.99,0,0,
3607,44.99,0,0,
3605,44.99,0,0,
3604,44.99,0,0,
3606,44.99,0,0,
3606,44.62,0,0,
3601,44.99,0,0,
3607,44.99,0,0,
3604,44.62,0,0,
3599,44.99,0,0,
3604,45.35,0,0,
3607,45.35,0,0,
3603,45.35,0,0,
3602,45.35,0,0,
3607,45.72,0,0,
3601,45.72,0,0,
3599,45.72,0,0,
3603,45.35,0,0,
3604,45.35,0,0,
3601,46.09,0,0,
3609,46.46,0,0,
3601,46.46,0,0,
3606,46.83,0,0,
3606,46.46,0,0,
3607,46.46,0,0,
3604,46.46,0,0,
3607,46.83,0,0,
3610,46.46,0,0,
3605,46.46,0,0,
3607,46.83,0,0,
3609,46.83,0,0,
3605,46.46,0,0,
3610,46.46,0,0,
3614,46.46,0,0,
3610,47.2,0,0,
3609,47.94,0,0,
3617,48.31,0,0,
3612,47.94,0,0,
3618,48.68,0,0,
3621,48.31,0,0,
3614,48.68,0,0,
3619,48.31,0,0,
3617,48.68,0,0,
3615,48.68,0,0.25,
3620,48.31,0,0,
3622,48.31,0,0,
3619,48.31,0,0,
3623,47.94,0,0,
3623,48.31,0,0,
3622,48.68,0,0,
3626,48.31,0,0,
3632,47.94,0,0,
3623,48.31,0,0,
3629,47.94,0,0,
3627,48.31,0,0,
3628,48.31,0,0,
3633,48.31,0,0,
3626,48.68,0,0,
3633,48.31,0,0,
3631,48.31,0,0,
3629,47.94,0,0,
3638,48.31,0,0,
3634,48.31,0,0,
3634,47.2,0,0,
3625,42.03,0,0,
3619,38.71,0,0,
3609,36.5,0,0,
3609,34.28,0,0,
3584,29.86,0,0,
